lei,ementa
"Lei nº 14.227, de 20.10.2021Publicada no DOU de 21 .10.2021","Altera a Lei nº 12.712, de 30 de agosto de 2012, a Lei nº 7.827, de 27 de setembro de 1989, a Lei nº 10.177, de 12 de janeiro de 2001, a Lei nº 9.126, de 10 de novembro de 1995, a Lei nº 11.079, de 30 de dezembro de 2004, e a Medida Provisória nº 2.199-14, de 24 de agosto de 2001.  Mensagem de veto"
"Lei nº 14.226, de 20.10.2021Publicada no DOU de 21 .10.2021","Dispõe sobre a criação do Tribunal Regional Federal da 6ª Região e altera a Lei nº 11.798, de 29 de outubro de 2008, para modificar a composição do Conselho da Justiça Federal."
"Lei nº 14.225, de 19.10.2021Publicada no DOU de 20 .10.2021","Abre crédito extraordinário em favor dos Ministérios da Justiça e Segurança Pública, da Defesa e da Cidadania, no valor de R$ 235.348.850,00 (duzentos e trinta e cinco milhões trezentos e quarenta e oito mil oitocentos e cinquenta reais), para os fins que especifica."
"Lei nº 14.224, de 18.10.2021Publicada no DOU de 19 .10.2021","Denomina Aeroporto Internacional de Campo Grande - Ueze Elias Zahran o aeroporto internacional da cidade de Campo Grande, no Estado de Mato Grosso do Sul."
"Lei nº 14.223, de 18.10.2021Publicada no DOU de 19 .10.2021","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos Órgãos do Poder Executivo e de Encargos Financeiros da União, crédito suplementar, no valor de R$ 2.082.617.753,00, para reforço de dotações constantes da Lei Orçamentária vigente."
"Lei nº 14.222, de 15.10.2021Publicada no DOU de 18 .10.2021","Cria a Autoridade Nacional de Segurança Nuclear (ANSN); altera as Leis n os 4.118, de 27 de agosto de 1962, 6.189, de 16 de dezembro de 1974, 6.453, de 17 de outubro de 1977, 9.765, de 17 de dezembro de 1998, 8.691, de 28 de julho de 1993, e 10.308, de 20 de novembro de 2001; e revoga a Lei nº 13.976, de 7 de janeiro de 2020."
"Lei nº 14.221, de 15.10.2021Publicada no DOU de 18 .10.2021","Transforma cargos de Juiz de Direito em Juiz de Direito de Turma Recursal no Quadro Permanente da Justiça do Distrito Federal e dos Territórios; e altera o art. 2º da Lei nº 13.049, de 2 de dezembro de 2014."
"Lei nº 14.220, de 15.10.2021Publicada no DOU de 15 .10.2021 - Edição extra","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos do Poder Executivo, crédito suplementar no valor de R$ 690.000.000,00, para os fins que especifica."
"Lei nº 14.219, de 14.10.2021Publicada no DOU de 15 .10.2021","Abre ao Orçamento Fiscal da União, em favor da Justiça Eleitoral, crédito especial no valor de R$ 944.400,00, para os fins que especifica."
"Lei nº 14.218, de 13.10.2021Publicada no DOU de 14 .10.2021","Altera a Lei nº 14.040, de 18 de agosto de 2020, para dispor sobre a validade das normas educacionais a serem adotadas, em caráter excepcional, enquanto perdurarem a crise sanitária decorrente da pandemia da Covid-19 e suas consequências."
"Lei nº 14.217, de 13.10.2021Publicada no DOU de 14 .10.2021","Dispõe sobre medidas excepcionais para a aquisição de bens e de insumos e para a contratação de serviços, inclusive de engenharia, destinados ao enfrentamento da pandemia da Covid-19."
"Lei nº 14.216, de 7.10.2021Publicada no DOU de 8 .10.2021","Estabelece medidas excepcionais em razão da Emergência em Saúde Pública de Importância Nacional (Espin) decorrente da infecção humana pelo coronavírus SARS-CoV-2, para suspender o cumprimento de medida judicial, extrajudicial ou administrativa que resulte em desocupação ou remoção forçada coletiva em imóvel privado ou público, exclusivamente urbano, e a concessão de liminar em ação de despejo de que trata a Lei nº 8.245, de 18 de outubro de 1991, e para estimular a celebração de acordos nas relações locatícias."
"Lei nº 14.215, de 7.10.2021Publicada no DOU de 8 .10.2021","Institui normas de caráter transitório aplicáveis a parcerias celebradas pela administração pública durante a vigência de medidas restritivas relacionadas ao combate à pandemia de covid-19, e dá outras providências."
"Lei nº 14.214, de 6.10.2021Publicada no DOU de 7 .10.2021","Institui o Programa de Proteção e Promoção da Saúde Menstrual; e altera a Lei nº 11.346, de 15 de setembro de 2006, para determinar que as cestas básicas entregues no âmbito do Sistema Nacional de Segurança Alimentar e Nutricional (Sisan) deverão conter como item essencial o absorvente higiênico feminino.  Mensagem de veto"
"Lei nº 14.213, de 5.10.2021Publicada no DOU de 5 .10.2021 - Edição extra","Altera a Lei nº 14.144, de 22 de abril de 2021, que estima a receita e fixa a despesa da União para o exercício financeiro de 2021.  Mensagem de veto"
"Lei nº 14.212, de 5.10.2021Publicada no DOU de 5 .10.2021 - Edição extra","Altera a Lei nº 14.116, de 31 de dezembro de 2020, que dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2021.  Mensagem de veto"
"Lei nº 14.211, de 1º.10.2021Publicada no DOU de 1º .10.2021 - Edição extra","Altera a Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral), e a Lei n º 9.504, de 30 de setembro de 1997 (Lei das Eleições), para ajustar a sua redação à vedação constitucional de coligações nas eleições proporcionais; para fixar critérios para a participação dos partidos e dos candidatos na distribuição dos lugares pelo critério das maiores médias nas eleições proporcionais; e para reduzir o limite de candidatos que cada partido poderá registrar nas eleições proporcionais .  Mensagem de veto"
"Lei nº 14.210, de 30.9.2021Publicada no DOU de 1º .10.2021","Acrescenta o Capítulo XI-A à Lei nº 9.784, de 29 de janeiro de 1999, para dispor sobre a decisão coordenada no âmbito da administração pública federal.  Mensagem de veto"
"Lei nº 14.209, de 30.9.2021Publicada no DOU de 30 .9.2021 - Edição extra","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos do Poder Executivo, crédito especial no valor de R$ 2.993.097.348,00, para os fins que especifica."
"Lei nº 14.208, de 28.9.2021Publicada no DOU de 29 .9.2021","Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), e a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições), para instituir as federações de partidos políticos."
"Lei nº 14.207, de 28.9.2021Publicada no DOU de 29 .9.2021","Denomina Ponte Rondon-Roosevelt a ponte sobre o rio Madeira que liga a BR-364, no Estado de Rondônia, à BR-319, no Estado do Amazonas, entre os Municípios de Porto Velho, no Estado de Rondônia, e de Humaitá, no Estado do Amazonas."
"Lei nº 14.206, de 27.9.2021Publicada no DOU de 28 .9.2021","Institui o Documento Eletrônico de Transporte (DT-e); e altera a Lei nº 11.442, de 5 de janeiro de 2007, a Lei nº 13.703, de 8 de agosto de 2018, a Lei nº 10.209, de 23 de março de 2001, a Lei nº 5.474, de 18 de julho de 1968, a Lei nº 10.833, de 29 de dezembro de 2003, e a Lei nº 8.935, de 18 de novembro de 1994.  Mensagem de veto"
"Lei nº 14.205, de 17.9.2021Publicada no DOU de 20 .9.2021","Altera a Lei nº 9.615, de 24 de março de 1998, para modificar as regras relativas ao direito de arena sobre o espetáculo desportivo.  Mensagem de veto"
"Lei nº 14.204, de 16.9.2021Publicada no DOU de 17 .9.2021","Simplifica a gestão de cargos em comissão e de funções de confiança na administração pública federal direta, autárquica e fundacional; altera a Lei nº 11.526, de 4 de outubro de 2007; e revoga dispositivos das Leis nºs 8.216, de 13 de agosto de 1991, 8.460, de 17 de setembro de 1992, 9.028, de 12 de abril de 1995, 9.625, de 7 de abril de 1998, 9.649, de 27 de maio de 1998, 10.480, de 2 de julho de 2002, 10.556, de 13 de novembro de 2002, 10.667, de 14 de maio de 2003, 10.682, de 28 de maio de 2003, 11.355, de 19 de outubro de 2006, 11.357, de 19 de outubro de 2006, 11.907, de 2 de fevereiro de 2009, e 13.346, de 10 de outubro de 2016, e da Medida Provisória nº 2.229-43, de 6 de setembro de 2001.  Mensagem de veto"
"Lei nº 14.203, de 10.9.2021Publicada no DOU de 13 .9.2021","Altera a Lei nº 12.212, de 20 de janeiro de 2010, para tornar obrigatória a atualização do cadastro dos beneficiários da Tarifa Social de Energia Elétrica."
"Lei nº 14.202, de 8.9.2021Publicada no DOU de 9 .9.2021","Denomina Aeroporto Prefeito Orlando Marinho o aeroporto situado no Município de Tefé, Estado do Amazonas."
"Lei nº 14.201, de 6.9.2021Publicada no DOU de 8 .9.2021","Inscreve o nome de Francisco Cândido Xavier, o Chico Xavier, no Livro dos Heróis e Heroínas da Pátria."
"Lei nº 14.200, de 2.9.2021Publicada no DOU de 3 .9.2021","Altera a Lei nº 9.279, de 14 de maio de 1996 (Lei de Propriedade Industrial), para dispor sobre a licença compulsória de patentes ou de pedidos de patente nos casos de declaração de emergência nacional ou internacional ou de interesse público, ou de reconhecimento de estado de calamidade pública de âmbito nacional .  Mensagem de veto"
"Lei nº 14.199, de 2.9.2021Publicada no DOU de 3 .9.2021","Altera as Leis nºs 8.212, de 24 de julho de 1991, e 8.213, de 24 de julho de 1991, para dispor sobre medidas alternativas de prova de vida para os beneficiários da Previdência Social durante o estado de calamidade pública reconhecido pelo Congresso Nacional; e dá outras providências .  Mensagem de veto"
"Lei nº 14.198, de 2.9.2021Publicada no DOU de 3 .9.2021",Dispõe sobre videochamadas entre pacientes internados em serviços de saúde impossibilitados de receber visitas e seus familiares.
"Lei nº 14.197, de 1º.9.2021Publicada no DOU de 2 .9.2021","Acrescenta o Título XII na Parte Especial do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), relativo aos crimes contra o Estado Democrático de Direito; e revoga a Lei nº 7.170, de 14 de dezembro de 1983 (Lei de Segurança Nacional), e dispositivo do Decreto-Lei nº 3.688, de 3 de outubro de 1941 (Lei das Contravenções Penais).  Mensagem de veto"
"Lei nº 14.196, de 26.8.2021Publicada no DOU de 27 .8.2021","Cria o título de Patrimônio Nacional da Saúde Pública, a ser concedido a instituições públicas e privadas sem fins lucrativos prestadoras de relevantes e notórios serviços à saúde pública, e o concede à Fundação Oswaldo Cruz (Fiocruz) e ao Instituto Butantan."
"Lei nº 14.195, de 26.8.2021Publicada no DOU de 27 .8.2021","Dispõe sobre a facilitação para abertura de empresas, sobre a proteção de acionistas minoritários, sobre a facilitação do comércio exterior, sobre o Sistema Integrado de Recuperação de Ativos (Sira), sobre as cobranças realizadas pelos conselhos profissionais, sobre a profissão de tradutor e intérprete público, sobre a obtenção de eletricidade, sobre a desburocratização societária e de atos processuais e a prescrição intercorrente na Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil); altera as Leis nºs 11.598, de 3 de dezembro de 2007, 8.934, de 18 de novembro de 1994, 6.404, de 15 de dezembro de 1976, 7.913, de 7 de dezembro de 1989, 12.546, de 14 de dezembro 2011, 9.430, de 27 de dezembro de 1996, 10.522, de 19 de julho de 2002, 12.514, de 28 de outubro de 2011, 6.015, de 31 de dezembro de 1973, 10.406, de 10 de janeiro de 2002 (Código Civil), 13.105, de 16 de março de 2015 (Código de Processo Civil), 4.886, de 9 de dezembro de 1965, 5.764, de 16 de dezembro de 1971, 6.385, de 7 de dezembro de 1976, e 13.874, de 20 de setembro de 2019, e o Decreto-Lei nº 341, de 17 de março de 1938; e revoga as Leis nºs 2.145, de 29 de dezembro de 1953, 2.807, de 28 de junho de 1956, 2.815, de 6 de julho de 1956, 3.187, de 28 de junho de 1957, 3.227, de 27 de julho de 1957, 4.557, de 10 de dezembro de 1964, 7.409, de 25 de novembro de 1985, e 7.690, de 15 de dezembro de 1988, os Decretos nºs 13.609, de 21 de outubro de 1943, 20.256, de 20 de dezembro de 1945, e 84.248, de 28 de novembro de 1979, e os Decretos-Lei nºs 1.416, de 25 de agosto de 1975, e 1.427, de 2 de dezembro de 1975, e dispositivos das Leis nºs 2.410, de 29 de janeiro de 1955, 2.698, de 27 de dezembro de 1955, 3.053, de 22 de dezembro de 1956, 5.025, de 10 de junho de 1966, 6.137, de 7 de novembro de 1974, 8.387, de 30 de dezembro de 1991, 9.279, de 14 de maio de 1996, e 9.472, de 16 de julho de 1997, e dos Decretos-Lei nºs 491, de 5 de março de 1969, 666, de 2 de julho de 1969, e 687, de 18 de julho de 1969; e dá outras providências.  Mensagem de veto"
"Lei nº 14.194, de 20.8.2021Publicada no DOU de 23 .8.2021",Dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2022 e dá outras providências.  Mensagem de veto
"Lei nº 14.193, de 6.8.2021Publicada no DOU de 9.8.2021","Institui a Sociedade Anônima do Futebol e dispõe sobre normas de constituição, governança, controle e transparência, meios de financiamento da atividade futebolística, tratamento dos passivos das entidades de práticas desportivas e regime tributário específico; e altera as Leis nºs 9.615, de 24 de março de 1998, e 10.406, de 10 de janeiro de 2002 (Código Civil).  Mensagem de veto"
"Lei nº 14.192, de 4.8.2021Publicada no DOU de 5.8.2021","Estabelece normas para prevenir, reprimir e combater a violência política contra a mulher; e altera a Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral), a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), e a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições), para dispor sobre os crimes de divulgação de fato ou vídeo com conteúdo inverídico no período de campanha eleitoral, para criminalizar a violência política contra a mulher e para assegurar a participação de mulheres em debates eleitorais proporcionalmente ao número de candidatas às eleições proporcionais."
"Lei nº 14.191, de 3.8.2021Publicada no DOU de 4.8.2021","Altera a Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), para dispor sobre a modalidade de educação bilíngue de surdos."
"Lei nº 14.190, de 29.7.2021Publicada no DOU de 30.7.2021","Altera a Lei nº 14.124, de 10 de março de 2021, para determinar a inclusão como grupo prioritário no Plano Nacional de Operacionalização da Vacinação contra a Covid-19 de gestantes, puérperas e lactantes, bem como de crianças e adolescentes com deficiência permanente, com comorbidade ou privados de liberdade."
"Lei nº 14.189, de 28.7.2021Publicada no DOU de 29 .7.2021","Altera a Lei nº 13.992, de 22 de abril de 2020, para prorrogar a suspensão da obrigatoriedade da manutenção das metas quantitativas e qualitativas contratualizadas pelos prestadores de serviço de saúde de qualquer natureza no âmbito do Sistema Único de Saúde (SUS) ."
"Lei nº 14.188, de 28.7.2021Publicada no DOU de 29 .7.2021","Define o programa de cooperação Sinal Vermelho contra a Violência Doméstica como uma das medidas de enfrentamento da violência doméstica e familiar contra a mulher previstas na Lei nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), e no Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), em todo o território nacional; e altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para modificar a modalidade da pena da lesão corporal simples cometida contra a mulher por razões da condição do sexo feminino e para criar o tipo penal de violência psicológica contra a mulher ."
"Lei nº 14.187, de 15.7.2021Publicada no DOU de 16 .7.2021",Dispõe sobre a autorização para que estruturas industriais destinadas à fabricação de vacinas de uso veterinário sejam utilizadas na produção de insumos farmacêuticos ativos (IFA) e vacinas contra a covid-19 no Brasil .  Mensagem de veto
"Lei nº 14.186, de 15.7.2021Publicada no DOU de 16 .7.2021","Altera a Lei nº 14.046, de 24 de agosto de 2020, para dispor sobre medidas emergenciais para atenuar os efeitos da crise decorrente da pandemia da covid-19 nos setores de turismo e de cultura."
"Lei nº 14.185, de 14.7.2021Publicada no DOU de 15 .7.2021","Dispõe sobre o acolhimento pelo Banco Central do Brasil de depósitos voluntários à vista ou a prazo das instituições financeiras; e altera a Lei nº 12.865, de 9 de outubro de 2013 ."
"Lei nº 14.184, de 14.7.2021Publicada no DOU de 15 .7.2021","Altera a Lei nº 11.508, de 20 de julho de 2007, para fins de modernização do marco legal das Zonas de Processamento de Exportação (ZPE) .  Mensagem de veto"
"Lei nº 14.183, de 14.7.2021Publicada no DOU de 15 .7.2021","Altera a Lei nº 7.689, de 15 de dezembro de 1988, para majorar a alíquota da Contribuição Social sobre o Lucro Líquido devida pelas pessoas jurídicas do setor financeiro, a Lei nº 8.989, de 24 de fevereiro de 1995, para modificar a concessão da isenção relativa ao Imposto sobre Produtos Industrializados incidente na aquisição de automóveis por pessoa com deficiência, as Leis n os 10.865, de 30 de abril de 2004, 11.196, de 21 de novembro de 2005, 13.756, de 12 de dezembro de 2018, e 9.613, de 3 de março de 1998, e o Decreto-Lei nº 288, de 28 de fevereiro de 1967; e revoga a tributação especial relativa à nafta e a outros produtos destinados a centrais petroquímicas.  Mensagem de veto"
"Lei nº 14.182, de 12.7.2021Publicada no DOU de 13 .7.2021","Dispõe sobre a desestatização da empresa Centrais Elétricas Brasileiras S.A. (Eletrobras); altera as Leis n os 5.899, de 5 de julho de 1973, 9.991, de 24 de julho de 2000, 10.438, de 26 de abril de 2002, 10.848, de 15 de março de 2004, 13.182, de 3 de novembro de 2015, 13.203, de 8 de dezembro de 2015, 14.118, de 13 de janeiro de 2021, 9.648, de 27 de maio de 1998, e 9.074, de 7 de julho de 1995; e revoga dispositivos da Lei nº 3.890-A, de 25 de abril de 1961.  Mensagem de veto"
"Lei nº 14.181, de 1º.7.2021Publicada no DOU de 2 .7.2021","Altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), e a Lei nº 10.741, de 1º de outubro de 2003 (Estatuto do Idoso), para aperfeiçoar a disciplina do crédito ao consumidor e dispor sobre a prevenção e o tratamento do superendividamento.  Mensagem de veto"
"Lei nº 14.180, de 1º.7.2021Publicada no DOU de 2 .7.2021",Institui a Política de Inovação Educação Conectada.  Mensagem de veto
"Lei nº 14.179, de 30.6.2021Publicada no DOU de 1º .7.2021","Estabelece normas para facilitação de acesso a crédito e para mitigação dos impactos econômicos decorrentes da pandemia da Covid-19; e revoga dispositivos das Leis n os 8.870, de 15 de abril de 1994, e 10.406, de 10 de janeiro de 2002 (Código Civil)."
"Lei nº 14.178, de 28.6.2021Publicada no DOU de 28 .6.2021 - Edição extra","Altera o Anexo V à Lei nº 14.144, de 22 de abril de 2021, que estima a receita e fixa a despesa da União para o exercício financeiro de 2021."
"Lei nº 14.177, de 22.6.2021Publicada no DOU de 23 .6.2021","Altera a Lei nº 13.178, de 22 de outubro de 2015, para ampliar o prazo para ratificação dos registros imobiliários referentes aos imóveis rurais com origem em títulos de alienação ou de concessão de terras devolutas expedidos pelos Estados em faixa de fronteira; e dá outras providências .  Mensagem de veto"
"Lei nº 14.176, de 22.6.2021Publicada no DOU de 23 .6.2021","Altera a Lei nº 8.742, de 7 de dezembro de 1993, para estabelecer o critério de renda familiar per capita para acesso ao benefício de prestação continuada, estipular parâmetros adicionais de caracterização da situação de miserabilidade e de vulnerabilidade social e dispor sobre o auxílio-inclusão de que trata a Lei nº 13.146, de 6 de julho de 2015 (Estatuto da Pessoa com Deficiência); autoriza, em caráter excepcional, a realização de avaliação social mediada por meio de videoconferência; e dá outras providências ."
"Lei nº 14.175, de 17.6.2021Publicada no DOU de 18 .6.2021","Abre crédito extraordinário em favor do Ministério do Desenvolvimento Regional, no valor de R$ 450.000.000,00 (quatrocentos e cinquenta milhões de reais), para o fim que especifica."
"Lei nº 14.174, de 17.6.2021Publicada no DOU de 18 .6.2021","Altera a Lei nº 14.034, de 5 de agosto de 2020, para prorrogar o prazo de vigência de medidas emergenciais para a aviação civil brasileira em razão da pandemia da Covid-19.  Mensagem de veto"
"Lei nº 14.173, de 15.6.2021Publicada no DOU de 16 .6.2021","Altera a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, para modificar valores da Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional, a Lei nº 5.070, de 7 de julho de 1966, para modificar valores da Taxa de Fiscalização de Instalação, a Lei nº 11.652, de 7 de abril de 2008, para modificar valores da Contribuição para o Fomento da Radiodifusão Pública, e as Leis n os 9.998, de 17 de agosto de 2000, 9.472, de 16 de julho de 1997, 13.649, de 11 de abril de 2018, 4.117, de 27 de agosto de 1962, e 12.485, de 12 de setembro de 2011; e revoga dispositivo da Lei nº 11.934, de 5 de maio de 2009.  Mensagem de veto"
"Lei nº 14.172, de 10.6.2021Publicada no DOU de 11 .6.2021","Dispõe sobre a garantia de acesso à internet, com fins educacionais, a alunos e a professores da educação básica pública."
"Lei nº 14.171, de 10.6.2021Publicada no DOU de 11 .6.2021","Altera a Lei nº 13.982, de 2 de abril de 2020, para estabelecer medidas de proteção à mulher provedora de família monoparental em relação ao recebimento do auxílio emergencial de que trata o seu art. 2º; e dá outras providências."
"Lei nº 14.170, de 10.6.2021Publicada no DOU de 11 .6.2021","Abre ao Orçamento Fiscal da União, em favor de Operações Oficiais de Crédito, crédito suplementar no valor de R$ 1.888.194.595,00, para reforço de dotação constante da Lei Orçamentária vigente."
"Lei nº 14.169, de 10.6.2021Publicada no DOU de 11 .6.2021","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Ciência, Tecnologia e Inovações, do Meio Ambiente, da Defesa, do Desenvolvimento Regional e da Mulher, da Família e dos Direitos Humanos e de Encargos Financeiros da União, crédito suplementar no valor de R$ 1.095.575.217,00, para reforço de dotações constantes da Lei Orçamentária vigente."
"Lei nº 14.168, de 10.6.2021Publicada no DOU de 11 .6.2021","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos Órgãos do Poder Executivo, crédito especial no valor de R$ 584.265.195,00, para os fins que especifica."
"Lei nº 14.167, de 10.6.2021Publicada no DOU de 11 .6.2021","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Economia e da Cidadania, de Encargos Financeiros da União e de Operações Oficiais de Crédito, crédito suplementar no valor de R$ 19.767.619.840,00 para reforço de dotações constantes da Lei Orçamentária vigente."
"Lei nº 14.166, de 10.6.2021Publicada no DOU de 11 .6.2021","Altera a Lei nº 7.827, de 27 de setembro de 1989, para dispor sobre a renegociação extraordinária de débitos no âmbito do Fundo Constitucional de Financiamento do Norte (FNO), do Fundo Constitucional de Financiamento do Nordeste (FNE) e do Fundo Constitucional de Financiamento do Centro-Oeste (FCO); e dá outras providências.  Mensagem de veto"
"Lei nº 14.165, de 10.6.2021Publicada no DOU de 11 .6.2021","Define as diretrizes para a quitação e para a renegociação das dívidas relativas às debêntures emitidas por empresas e subscritas pelos fundos de investimentos regionais e para o desinvestimento, a liquidação e a extinção dos fundos."
"Lei nº 14.164, de 10.6.2021Publicada no DOU de 11 .6.2021","Altera a Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), para incluir conteúdo sobre a prevenção da violência contra a mulher nos currículos da educação básica, e institui a Semana Escolar de Combate à Violência contra a Mulher."
"Lei nº 14.163, de 9.6.2021Publicada no DOU de 10 .6.2021","Altera a Lei nº 13.475, de 28 de agosto de 2017, que dispõe sobre o exercício da profissão de tripulante de aeronave."
"Lei nº 14.162, de 2.6.2021Publicada no DOU de 4.6.2021 - Edição extra",Dispõe sobre a organização básica da Polícia Civil do Distrito Federal.  Mensagem de veto
"Lei nº 14.161, de 2.6.2021Publicada no DOU de 4.6.2021 - Edição extra","Altera a Lei nº 13.999, de 18 de maio de 2020, para permitir o uso do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte (Pronampe), de forma permanente, como política oficial de crédito, de modo a conferir tratamento diferenciado e favorecido às microempresas e às pequenas empresas, com vistas a consolidar os pequenos negócios como agentes de sustentação, de transformação e de desenvolvimento da economia nacional .  Mensagem de veto"
"Lei nº 14.160, de 2.6.2021Publicada no DOU de 4.6.2021 - Edição extra",Dispõe sobre o estabelecimento de barreiras sanitárias protetivas de áreas indígenas.
"Lei nº 14.159, de 2.6.2021Publicada no DOU de 4.6.2021 - Edição extra","Altera a Lei nº 13.146, de 6 de julho de 2015 (Estatuto da Pessoa com Deficiência), a fim de ampliar o prazo para cumprimento do disposto no § 6º do art. 44 da referida Lei."
"Lei nº 14.158, de 2.6.2021Publicada no DOU de 4.6.2021 - Edição extra",Dispõe sobre o valor do salário-mínimo a vigorar a partir de 1º de janeiro de 2021.
"Lei nº 14.157, de 1º.6.2021Publicada no DOU de 2.6.2021","Altera as Leis nºs 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), e 10.233, de 5 de junho de 2001, para estabelecer condições para a implementação da cobrança pelo uso de rodovias por meio de sistemas de livre passagem.  Mensagem de veto"
"Lei nº 14.156, de 1º.6.2021Publicada no DOU de 2.6.2021","Altera a Lei nº 12.343, de 2 de dezembro de 2010, para aumentar o prazo de vigência do Plano Nacional de Cultura (PNC) para 12 (doze) anos.  Mensagem de veto"
"Lei nº 14.155, de 27.5.2021Publicada no DOU de 28.5.2021","Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para tornar mais graves os crimes de violação de dispositivo informático, furto e estelionato cometidos de forma eletrônica ou pela internet; e o Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), para definir a competência em modalidades de estelionato ."
"Lei nº 14.154, de 26.5.2021Publicada no DOU de 27.5.2021","Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para aperfeiçoar o Programa Nacional de Triagem Neonatal (PNTN), por meio do estabelecimento de rol mínimo de doenças a serem rastreadas pelo teste do pezinho; e dá outras providências."
"Lei nº 14.153, de 25.5.2021Publicada no DOU de 26.5.2021","Denomina Rodovia Deputado Aloízio Santos o trecho da BR-262 do Km 7,2, em Cariacica, até o Km 20, em Viana, no Estado do Espírito Santo."
"Lei nº 14.152, de 19.5.2021Publicada no DOU de 20.5.2021","Dispõe sobre a extensão do prazo de validade de prescrições médicas e de pedidos de exames complementares de diagnóstico emitidos para gestantes e puérperas, e sobre o acesso facilitado a cuidados intensivos e à internação em leitos de unidade de terapia intensiva (UTI) enquanto perdurar a pandemia de covid-19."
"Lei nº 14.151, de 12.5.2021Publicada no DOU de 13.5.2021",Dispõe sobre o afastamento da empregada gestante das atividades de trabalho presencial durante a emergência de saúde pública de importância nacional decorrente do novo coronavírus.
"Lei nº 14.150, de 12.5.2021Publicada no DOU de 13.5.2021","Altera a Lei nº 14.017, de 29 de junho de 2020 (Lei Aldir Blanc), para estender a prorrogação do auxílio emergencial a trabalhadores e trabalhadoras da cultura e para prorrogar o prazo de utilização de recursos pelos Estados, pelo Distrito Federal e pelos Municípios.  Mensagem de veto"
"Lei nº 14.149, de 5.5.2021Publicada no DOU de 6.5.2021","Institui o Formulário Nacional de Avaliação de Risco, a ser aplicado à mulher vítima de violência doméstica e familiar."
"Lei nº 14.148, de 3.5.2021Publicada no DOU de 4 .5.2021","Dispõe sobre ações emergenciais e temporárias destinadas ao setor de eventos para compensar os efeitos decorrentes das medidas de combate à pandemia da Covid-19; institui o Programa Emergencial de Retomada do Setor de Eventos (Perse) e o Programa de Garantia aos Setores Críticos (PGSC); e altera as Leis n os 13.756, de 12 de dezembro de 2018, e 8.212, de 24 de julho de 1991.  Mensagem de veto"
"Lei nº 14.147, de 26.4.2021Publicada no DOU de 27 .4.2021","Cria o Programa Pró-Leitos, com aplicação enquanto perdurar a emergência de saúde pública decorrente da pandemia da covid-19.  Mensagem de veto"
"Lei nº 14.146, de 26.4.2021Publicada no DOU de 27 .4.2021","Isenta os consumidores dos Municípios do Estado do Amapá abrangidos pelo estado de calamidade pública do pagamento de fatura de energia elétrica, nos termos em que especifica; altera a Lei nº 10.438, de 26 de abril de 2002, a Lei nº 10.848, de 15 de março de 2004, e a Lei nº 12.111, de 9 de dezembro de 2009; e dá outras providências .  Mensagem de veto"
"Lei nº 14.145, de 23.4.2021Publicada no DOU de 26 .4.2021","Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Educação, do Fundo Nacional de Desenvolvimento da Educação (FNDE), do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (Inep), da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes) e da Agência Nacional de Saúde Suplementar (ANS)."
"Lei nº 14.144, de 22.4.2021Publicada no DOU de 23 .4.2021",Estima a receita e fixa a despesa da União para o exercício financeiro de 2021.  Mensagem de veto
